brdcst_de,chnnel_nm,progrm_begin_time,progrm_end_time,progrm_nm,progrm_dc,brdcst_tme_nm,brdcst_time,progrm_genre_lclas_nm,progrm_genre_mlsfc_nm,progrm_genre_sclas_nm,male_4_9yo_wtchng_rt,male_n10s_wtchng_rt,male_n20s_wtchng_rt,male_n30s_wtchng_rt,male_n40s_wtchng_rt,male_n50s_wtchng_rt,male_n60s_above_wtchng_rt,female_4_9yo_wtchng_rt,female_n10s_wtchng_rt,female_n20s_wtchng_rt,female_n30s_wtchng_rt,female_n40s_wtchng_rt,female_n50s_wtchng_rt,female_n60s_above_wtchng_rt
20210101,KBS1,203112,205919,누가뭐래도,,60회,2807,드라마&영화,드라마,일일연속극,3.99855,3.66881,4.26234,5.3411,6.05215,9.41876,22.60157,10.64908,6.67382,4.04629,7.2603,6.4586,15.80698,25.25133
20210101,KBS2,94911,101721,누가뭐래도,,59회,2810,드라마&영화,드라마,일일연속극,3.20338,0.17111,0.83431,0.41355,1.02822,1.62501,2.30971,0,1.33908,0.57382,0.35241,1.26126,2.51236,1.9438
20210101,KBS2,142326,145859,오삼광빌라,<1부>,29회,3533,드라마&영화,드라마,주말연속극,1.66476,0.49169,0.55878,1.13463,0.22374,0.67317,1.27089,0.14791,0.16965,0.14008,0.76554,0.23464,1.01417,1.30055
20210101,KBS2,150014,153437,오삼광빌라,<2부>,29회,3423,드라마&영화,드라마,주말연속극,1.71066,0.16466,0.81739,0.83963,0.33307,0.97115,1.83509,0.29581,0.20094,0.15237,0.74824,0.30877,1.03649,2.12573
20210101,KBS2,154506,161957,오삼광빌라,<1부>,30회,3451,드라마&영화,드라마,주말연속극,1.57211,0.03617,0.75902,0.94324,0.76457,0.83138,1.50615,2.41115,0.22382,0.16787,0.58009,0.72008,1.60831,1.86178
20210101,KBS2,162112,165531,오삼광빌라,<2부>,30회,3419,드라마&영화,드라마,주말연속극,1.62414,0.16632,0.66225,0.93223,1.10622,1.46022,1.90691,1.62536,0.37799,0.55135,1.04892,1.11057,1.94572,2.22477
20210101,KBS2,195031,202548,비밀의남자,,77회,3517,드라마&영화,드라마,일일연속극,4.99078,5.16953,4.80481,5.41038,7.00073,10.5333,20.99646,6.62056,7.22294,5.63237,7.38547,8.59394,16.79408,25.6938
20210101,MBC,191316,194338,찬란한내인생,,122회,3022,드라마&영화,드라마,일일연속극,0.74311,1.01873,2.36396,3.07662,3.57076,5.60584,6.62671,0.89664,2.43215,2.54719,2.16845,4.85578,7.72266,8.14441
20210101,SBS,83625,90709,불새2020,,50회,3044,드라마&영화,드라마,아침드라마,2.62011,1.29532,0.94098,1.64826,2.9238,3.84837,4.64244,1.96237,1.00764,0.57091,1.78579,2.28985,3.33367,6.10695
20210101,SBS,220120,223152,날아라개천용,<1부>,13회,3032,드라마&영화,드라마,미니시리즈,4.01544,2.7969,2.40796,2.94617,6.08327,5.81027,2.74646,9.32191,2.07569,1.75366,3.5,3.92301,6.71145,2.36241
20210101,SBS,223402,230851,날아라개천용,<2부>,13회,3449,드라마&영화,드라마,미니시리즈,4.01273,3.33979,2.18147,2.08337,6.59199,6.49104,2.20687,8.89091,2.43922,2.04437,3.16866,4.53869,6.26626,2.68886
20210101,OBS,182242,192420,인수대비,,48회,10138,드라마&영화,드라마,주간연속극,0,0,0,0,0.00488,0.06519,0.08531,0,0.00426,0.01096,0,0.00913,0.02215,0.16404
20210101,채널A,245028,253702,나쁜아이들,,4회,4634,드라마&영화,드라마,특집극,0,0.00641,0.08522,0.01401,0,0.21355,0.12492,0,0,0,0.01346,0.02449,0.01245,0.06685
20210101,JTBC,151105,161551,런온,,5회,10446,드라마&영화,드라마,미니시리즈,0,0.12916,0.24635,0.19864,0.43807,0.48541,0.28884,0.10609,0.14909,0.20242,0.12388,0.44599,0.54079,0.56719
20210101,JTBC,163022,173541,런온,,6회,10519,드라마&영화,드라마,미니시리즈,1.53671,0.9239,0.27745,0.51194,0.50331,0.87608,0.64126,4.36909,0.84175,0.55748,0.66591,1.05284,1.37807,0.87901
20210101,tvN,105619,121945,철인왕후,,3회,12326,드라마&영화,드라마,미니시리즈,2.71082,1.1298,0.76961,0.50987,1.49296,1.19088,0.61982,0.87801,0.66169,0.32765,1.12546,1.64764,1.21382,0.86915
20210101,tvN,123749,140034,철인왕후,,4회,12245,드라마&영화,드라마,미니시리즈,1.27298,0.17313,0.28557,0.45699,1.36858,0.838,1.15712,1.05257,0.25707,0.71565,1.09188,3.17052,1.1317,1.39772
20210101,tvN,141513,153736,철인왕후,,5회,12223,드라마&영화,드라마,미니시리즈,0.21994,1.23817,0.51322,0.30774,2.45507,1.19327,1.4788,0.01297,1.1094,0.57741,1.38135,3.15031,1.5422,1.96761
20210101,tvN,155933,171457,철인왕후,,6회,11524,드라마&영화,드라마,미니시리즈,0.40067,0.95097,1.16212,0.43761,4.04143,2.16064,1.97076,0,2.23544,0.35841,1.41794,4.20881,3.14657,2.18984
20210101,국방TV,193007,193601,파도가부른다,,3회,554,드라마&영화,드라마,특집극,0,0,0,0,0,0,0,0,0,0,0,0,0.0498,0
20210101,국방TV,194007,194952,파도가부른다,,4회,945,드라마&영화,드라마,특집극,0,0,0,0,0,0,0.00968,0,0,0.02569,0,0.03467,0.01147,0
20210101,국방TV,195046,195623,파도가부른다,,5회,537,드라마&영화,드라마,특집극,0,0,0,0,0,0,0,0,0,0,0,0.06933,0,0
20210101,AXN,55550,65850,넝쿨째굴러온당신,,21회,10300,드라마&영화,드라마,주말연속극,0,0,0,0,0,0.0433,0.03149,0,0,0.02144,0.00111,0.01456,0.01886,0.01366
20210101,AXN,71847,82229,넝쿨째굴러온당신,,22회,10342,드라마&영화,드라마,주말연속극,0,0,0.03518,0,0,0.04455,0.07892,0,0,0.02144,0,0.01394,0.0505,0.00495
20210101,AXN,84013,94559,제빵왕김탁구,,16회,10546,드라마&영화,드라마,미니시리즈,0,0,0,0.00527,0,0.02321,0.06744,0,0,0.03707,0.00135,0,0.03149,0.007
20210101,AXN,100403,110358,궁중잔혹사꽃들의전쟁,,37회,5955,드라마&영화,드라마,주말연속극,0,0.00516,0,0.00893,0.00386,0.04295,0.14577,0.03423,0.01549,0.02902,0.00263,0.00666,0.13302,0.09179
20210101,AXN,112148,122200,궁중잔혹사꽃들의전쟁,,38회,10012,드라마&영화,드라마,주말연속극,0,0.15977,0,0.06595,0,0.09461,0.13918,0.39679,0,0,0.09243,0.01895,0.08534,0.18527
20210101,AXN,123855,134225,넝쿨째굴러온당신,,21회,10330,드라마&영화,드라마,주말연속극,0,0,0.04911,0.05418,0.03821,0.15647,0.06447,0,0,0.42926,0.00302,0,0.07548,0.12943
20210101,AXN,135743,150140,넝쿨째굴러온당신,,22회,10357,드라마&영화,드라마,주말연속극,0,0,0,0.1182,0.01819,0.04932,0.17415,0,0,0.13979,0,0.00176,0.02544,0.38335
20210101,AXN,152015,162614,제빵왕김탁구,,16회,10559,드라마&영화,드라마,미니시리즈,0,0,0.01774,0.10964,0.00621,0.02966,0.05981,0,0,0,0.02097,0.00502,0.0559,0.07582
20210101,AXN,174224,184553,넝쿨째굴러온당신,,21회,10329,드라마&영화,드라마,주말연속극,0.01759,0,0.0073,0.18527,0,0.00632,0.01355,0,0,0.01181,0.01378,0,0.0147,0.09113
20210101,AXN,190241,200638,넝쿨째굴러온당신,,22회,10357,드라마&영화,드라마,주말연속극,0.09873,0,0.03468,0.07025,0.03421,0.1019,0.08456,0.08857,0,0.20064,0.02158,0.0016,0.04517,0.03065
20210101,AXN,202514,212452,궁중잔혹사꽃들의전쟁,,37회,5938,드라마&영화,드라마,주말연속극,0,0,0.04253,0,0.00198,0.09798,0.04863,0,0,0,0,0,0.01026,0.04808
20210101,AXN,214332,224259,궁중잔혹사꽃들의전쟁,,38회,5927,드라마&영화,드라마,주말연속극,0,0.05228,0.0043,0.06374,0,0.06751,0.01132,0,0,0,0,0,0.03032,0.01182
20210101,CHING,20000,20220,인어아가씨,,10회,220,드라마&영화,드라마,주간연속극,0,0,0,0.03884,0,0,0.04365,0,0,0,0,0,0.04558,0
20210101,CHING,21617,24749,인어아가씨,,11회,3132,드라마&영화,드라마,주간연속극,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101,CHING,24902,31836,인어아가씨,,12회,2934,드라마&영화,드라마,주간연속극,0,0,0,0,0,0,0.01801,0,0,0,0,0,0,0.00403
20210101,CHING,115717,125817,바람피면죽는다,,7회,10100,드라마&영화,드라마,미니시리즈,0,0.00293,0,0,0.00155,0.00489,0.00624,0,0.0044,0,0,0.00172,0,0.00911
20210101,CHING,131440,141525,바람피면죽는다,,8회,10045,드라마&영화,드라마,미니시리즈,0,0,0,0.02625,0.04961,0.00783,0.01205,0,0,0,0,0,0.00829,0.05141
20210101,CHING,142833,145942,인어아가씨,,13회,3109,드라마&영화,드라마,주간연속극,0,0,0,0.11778,0,0,0.11934,0,0,0,0,0,0,0.12842
20210101,CHING,150052,153248,인어아가씨,,14회,3156,드라마&영화,드라마,주간연속극,0,0.01319,0,0.15218,0.01368,0.02542,0.0911,0.03543,0,0,0,0.00814,0,0.14165
20210101,CHING,154710,161749,인어아가씨,,15회,3039,드라마&영화,드라마,주간연속극,0,0,0,0,0.01035,0,0.00507,0,0,0,0,0,0,0.00417
20210101,CHING,161859,164914,인어아가씨,,16회,3015,드라마&영화,드라마,주간연속극,0,0,0,0.12044,0,0,0.0639,0,0,0,0,0,0,0.07659
20210101,CHING,222716,232818,바람피면죽는다,,7회,10102,드라마&영화,드라마,미니시리즈,0,0,0,0,0,0,0.00136,0,0,0,0,0,0,0.00149
20210101,CHING,234239,244327,바람피면죽는다,,8회,10048,드라마&영화,드라마,미니시리즈,0.02106,0,0,0.00555,0,0.00734,0.01341,0,0,0.00113,0.02399,0,0.00949,0
20210101,CHING,245917,253026,인어아가씨,,13회,3109,드라마&영화,드라마,주간연속극,0,0,0,0.01633,0,0,0,0,0,0,0,0.03046,0.11098,0
20210101,CHING,253136,255959,인어아가씨,,14회,2823,드라마&영화,드라마,주간연속극,0,0,0,0,0,0,0,0,0,0,0,0,0.05585,0
20210101,CNTV,20000,23204,왕과비,,118회,3204,드라마&영화,드라마,주말연속극,0,0,0,0.1743,0.11474,0.09922,0.11837,0.20482,0.19466,0.18202,0.09257,0.22391,0,0.17529
20210101,CNTV,24223,33304,용의눈물,,119회,5041,드라마&영화,드라마,주간연속극,0.04956,0.0638,0,0.14184,0.00878,0.0354,0.00901,0.04446,0.04281,0,0.08611,0,0.03964,0.0065
20210101,CNTV,34535,44350,용의눈물,,120회,5815,드라마&영화,드라마,주간연속극,0,0,0.0042,0.00477,0.00907,0.0062,0.10655,0,0,0.03848,0.01585,0,0.00831,0.11101
20210101,CNTV,60303,70650,각시탈,,26회,10347,드라마&영화,드라마,미니시리즈,0,0,0,0,0,0.01429,0.04677,0,0.0126,0,0,0.01414,0.00467,0.03935
20210101,CNTV,72046,82326,암행어사조선비밀수사단,,2회,10240,드라마&영화,드라마,미니시리즈,0,0,0.013,0,0.00728,0.04523,0.06525,0,0.01343,0,0,0.01407,0.06454,0.02516
20210101,CNTV,93744,102518,허준,,31회,4734,드라마&영화,드라마,주간연속극,0,0.00898,0,0.00634,0.13543,0.27041,0.33408,0.02412,0,0.10117,0.11595,0.00665,0.48405,0.30092
20210101,CNTV,104354,115119,영웅시대,,59회,10725,드라마&영화,드라마,주간연속극,0.067,0.02647,0.03943,0.29547,0.13011,0.37612,0.12208,0.41272,0.0987,0.13269,0.04971,0.06634,0.33978,0.07492
20210101,CNTV,120755,130032,대조영,,124회,5237,드라마&영화,드라마,주말연속극,0,0.089,0.0483,0.00103,0.30526,0.23874,0.45358,0,0,0.17142,0,0.37541,0.13346,0.39854
20210101,CNTV,131644,142021,각시탈,,26회,10337,드라마&영화,드라마,미니시리즈,0,0,0.00751,0.01802,0.03094,0.16749,0.14289,0,0.05402,0.06495,0.23578,0,0.16306,0.30065
20210101,CNTV,143829,154134,암행어사조선비밀수사단,,2회,10305,드라마&영화,드라마,미니시리즈,0,0.03118,0.12011,0,0.02141,0.28321,0.19519,0,0.17801,0.12021,0,0.05895,0.67199,0.2722
20210101,CNTV,155917,164721,허준,,31회,4804,드라마&영화,드라마,주간연속극,0,0,0.02506,0.03558,0,0.17558,0.22949,0,0,0.03401,0,0.07009,0.41361,0.17098
20210101,CNTV,170610,181336,영웅시대,,59회,10726,드라마&영화,드라마,주간연속극,0,0.02915,0.01965,0.02667,0.161,0.1492,0.24109,0,0.01237,0.06395,0.05365,0.16721,0.08818,0.06339
20210101,CNTV,183140,192006,왕과비,,119회,4826,드라마&영화,드라마,주말연속극,0.03344,0.00318,0.01587,0.16039,0,0.11644,0.33268,0,0,0.09039,0.01797,0.01912,0.11546,0.12489
20210101,CNTV,193640,204047,각시탈,,26회,10407,드라마&영화,드라마,미니시리즈,0.15797,0.09582,0,0.00552,0.19076,0.04434,0.10335,0.42422,0,0.0093,0.024,0.16528,0.02736,0.13744
20210101,CNTV,205638,215912,암행어사조선비밀수사단,,2회,10234,드라마&영화,드라마,미니시리즈,0.81805,0,0.00672,0.00449,0.03176,0.07546,0.42953,0.22598,0.00201,0.06217,0.04317,0.01658,0.12144,0.24523
20210101,CNTV,221421,230155,허준,,31회,4734,드라마&영화,드라마,주간연속극,0,0,0.03755,0.02387,0.26456,0.11325,0.11217,0,0,0.02397,0.06652,0,0.1377,0.08383
20210101,CNTV,231707,242433,영웅시대,,59회,10726,드라마&영화,드라마,주간연속극,0,0,0.07252,0.04514,0.09675,0.08893,0.20058,0.0204,0,0.03348,0.01011,0.2095,0.06613,0.12654
20210101,CNTV,243654,252935,대조영,,124회,5241,드라마&영화,드라마,주말연속극,0,0.04362,0.00906,0.08047,0.02809,0.1501,0.16234,0,0,0,0,0.08034,0.03098,0.11937
20210101,CNTV,253910,255959,왕과비,,119회,2049,드라마&영화,드라마,주말연속극,0,0,0,0,0,0.18209,0.03696,0,0,0,0,0.147,0.06901,0.00331
20210101,DRAMAcube,42123,45202,녹두꽃,,25회,3039,드라마&영화,드라마,미니시리즈,0,0,0,0,0.02825,0,0,0,0,0,0,0,0,0
20210101,DRAMAcube,45213,52128,녹두꽃,,26회,2915,드라마&영화,드라마,미니시리즈,0,0,0.01,0,0,0.0067,0.00183,0,0,0,0,0,0.00907,0.00121
20210101,DRAMAcube,214232,224222,별에서온그대,,8회,5950,드라마&영화,드라마,미니시리즈,0,0.02145,0,0.11765,0.14785,0.01449,0.01181,0.20394,0,0.00128,0.07609,0.11166,0.16457,0.04333
20210101,DRAMAcube,225811,235758,별에서온그대,,9회,5947,드라마&영화,드라마,미니시리즈,0,0,0,0.24741,0.03731,0.10499,0.06826,0,0.08391,0,0.07201,0.44477,0.27354,0.00674
20210101,DRAMAcube,241347,251338,별에서온그대,,10회,5951,드라마&영화,드라마,미니시리즈,0,0,0.00989,0.07573,0.14219,0.06618,0.11521,0,0.01299,0,0.338,0.49182,0.20727,0.05282
20210101,DramaH,20000,22632,부암동복수자들,,12회,2632,드라마&영화,드라마,미니시리즈,0,0.39646,0,0.05912,0,0.10795,0.276,0,0.64313,0,0.07671,0.45865,0.25491,0.04225
20210101,DramaH,93145,103233,바람피면죽는다,,8회,10048,드라마&영화,드라마,미니시리즈,0,0.01488,0.08184,0.07469,0.01124,0.75417,0.00438,0,0.1586,0,0.0698,0.25358,0.16433,0.03324
20210101,DramaH,152818,162922,바람피면죽는다,,7회,10104,드라마&영화,드라마,미니시리즈,0,0,0.00775,0,0.00413,0.07955,0.01745,0,0.06451,0.02214,0,0.03606,0.05449,0.00906
20210101,DramaH,165000,175048,바람피면죽는다,,8회,10048,드라마&영화,드라마,미니시리즈,0.02482,0,0.00293,0.1415,0.00695,0.00589,0.02658,0,0.01889,0.00369,0.00724,0.00657,0.07714,0.10249
20210101,채널MX,150138,160428,자이언트,,13회,10250,드라마&영화,드라마,주간연속극,0,0.04372,0,0,0.00152,0.0902,0.00344,0.10971,0.00433,0,0,0.0017,0.10108,0.00482
20210101,채널MX,162537,172626,자이언트,,14회,10049,드라마&영화,드라마,주간연속극,0,0.01904,0,0,0.05109,0.00231,0.02444,0,0.02856,0.05206,0.00593,0.0416,0.00155,0.02678
20210101,JTBC2,20000,20523,런온,,6회,523,드라마&영화,드라마,미니시리즈,0,0,0.58392,0,0,0.3247,0.06785,0,0.27764,0,0.58121,0.24475,0.2242,0
20210101,JTBC2,115325,125803,런온,,5회,10438,드라마&영화,드라마,미니시리즈,0,0.00551,0.12399,0.01237,0.02933,0.13349,0.09089,0,0.0329,0.0434,0.01242,0.02602,0.34321,0.04577
20210101,JTBC2,131347,141828,런온,,6회,10441,드라마&영화,드라마,미니시리즈,0,0.00825,0.13698,0.00199,0.0661,0.30245,0.00468,0,0.02222,0.03826,0.01897,0.39514,0.56572,0.21816
20210101,KBS DRAMA,44211,50955,누가뭐래도,,58회,2744,드라마&영화,드라마,일일연속극,0,0.06395,0.01035,0.1832,0.02158,0.01773,0.02704,0,0.03532,0,0,0.1014,0.02249,0.09946
20210101,KBS DRAMA,51003,53746,누가뭐래도,,59회,2743,드라마&영화,드라마,일일연속극,0,0,0,0.3046,0,0.05034,0.13451,0,0.01056,0.03874,0.01985,0.07803,0.06752,0.24986
20210101,KBS DRAMA,54631,62141,비밀의남자,,72회,3510,드라마&영화,드라마,일일연속극,0.4214,0.0051,0,0.36596,0.10009,0.08041,0.10853,0,0.49629,0.03973,0.22792,0.13326,0.03415,0.12333
20210101,KBS DRAMA,62149,65627,비밀의남자,,73회,3438,드라마&영화,드라마,일일연속극,0.01886,0.01485,0.18671,0.14922,0.43291,0.17203,0.13438,0,0.09965,0.11834,0.0102,0.19449,0.13185,0.31397
20210101,KBS DRAMA,70723,74207,비밀의남자,,74회,3444,드라마&영화,드라마,일일연속극,0,0,0,0.24131,0.5376,0.15556,0.15736,0,0.07119,0.09293,0.15141,0.21292,0.36875,0.30137
20210101,KBS DRAMA,74215,81624,비밀의남자,,75회,3409,드라마&영화,드라마,일일연속극,0.13241,0,0.26247,0.37191,0.7194,0.44774,0.63837,0,0.25497,0.35188,0.64471,0.44059,0.85115,0.84231
20210101,KBS DRAMA,81632,85056,비밀의남자,,76회,3424,드라마&영화,드라마,일일연속극,0,0.80143,0.38027,0.43664,1.14101,0.42217,0.76681,0,0.33488,0.44107,0.69241,0.75186,1.17147,0.89981
20210101,KBS DRAMA,101102,112154,오삼광빌라,,29회,11052,드라마&영화,드라마,주말연속극,0,0.32544,0.14936,0.11242,0.22241,0.49997,0.36105,0,0.79294,0.48592,0.15473,0.64358,0.72357,0.43238
20210101,KBS DRAMA,113708,124800,오삼광빌라,,30회,11052,드라마&영화,드라마,주말연속극,0,0.22686,0.18349,0.03704,0.27574,0.29016,0.51561,0,0.23979,0.19011,0.18375,0.21919,0.61655,0.41137
20210101,KBS DRAMA,130351,140753,암행어사조선비밀수사단,,1회,10402,드라마&영화,드라마,미니시리즈,0,0.31494,0.09599,0.18056,0.56165,0.3717,0.74755,0,0.0458,0.01988,0.10077,0.11631,0.47774,0.89271
20210101,KBS DRAMA,142152,152939,암행어사조선비밀수사단,,2회,10747,드라마&영화,드라마,미니시리즈,0.24234,0,0.25502,0.3095,0.6468,0.50961,0.6328,0,0.16194,0,0.01,0.81547,0.36524,0.53829
20210101,KBS DRAMA,154345,164731,암행어사조선비밀수사단,,3회,10346,드라마&영화,드라마,미니시리즈,0.01672,0.05933,0.62939,0.14167,0.57712,0.70225,1.20738,0.15943,0.0084,0.12173,0.22664,0.48172,0.7594,0.90571
20210101,KBS DRAMA,170124,180547,암행어사조선비밀수사단,,4회,10423,드라마&영화,드라마,미니시리즈,0,0.01643,0.48391,0.04629,0.91149,1.12709,1.2325,0,0.19185,0.34687,0.10489,0.83292,1.16007,1.19624
20210101,KBS W,20000,23301,비밀의남자,,74회,3301,드라마&영화,드라마,일일연속극,0.57445,0,0,0.00708,0.12425,0,0.00775,0,0.2574,0.34411,0.005,0.11847,0,0.07083
20210101,KBS W,23309,30720,비밀의남자,,75회,3411,드라마&영화,드라마,일일연속극,0,0,0.01705,0.09705,0.2412,0.01144,0.06015,0,0,0.41266,0.02857,0.08867,0.01548,0.17103
20210101,KBS W,83445,90230,누가뭐래도,,58회,2745,드라마&영화,드라마,일일연속극,0,0,0,0.03358,0,0,0.03257,0,0,0.01192,0,0.03003,0,0.03385
20210101,KBS W,90238,93022,누가뭐래도,,59회,2744,드라마&영화,드라마,일일연속극,0,0,0.15047,0.21277,0.26236,0.01547,0.08709,0,0,0.06591,0.2363,0,0,0.1404
20210101,KBS W,94115,104347,옥란면옥,<1부>,,10232,드라마&영화,드라마,특집극,0.40908,0,0.50985,0.04747,0,0.0037,0.40882,0,0.0093,0,0.01965,0.45371,0.01558,0.34131
20210101,KBS W,105526,120206,옥란면옥,<2부>,,10640,드라마&영화,드라마,특집극,0.00452,0,0.05717,0,0.03306,0.01555,0.10734,0.00766,0.02302,0.00267,0.00119,0.21143,0.00799,0.22023
20210101,KBS W,121528,132038,부부클리닉사랑과전쟁2,,31회,10510,드라마&영화,드라마,단막극,0.0383,0.14809,0.00248,0.0371,0.02918,0.08265,0.0639,0,0.01716,0.00512,0.00211,0.49004,0.06886,0.22151
20210101,KBS W,133153,143135,부부클리닉사랑과전쟁,,139회,5942,드라마&영화,드라마,단막극,0.12638,0.03309,0.03057,0.00637,0.11569,0.08164,0.1955,0.11337,0.00838,0.25941,0.02069,0.35447,0.06415,0.23197
20210101,KBS W,144230,153753,부부클리닉사랑과전쟁,,140회,5523,드라마&영화,드라마,단막극,0,0.01111,0.05709,0,0.13441,0.09795,0.01205,0.04086,0,0.35462,0.08246,0.21386,0.15539,0.1408
20210101,KBS W,155042,161828,누가뭐래도,,58회,2746,드라마&영화,드라마,일일연속극,0,0,0.04295,0,0,0.0288,0.10686,0,0,0,0,0.20008,0.03897,0.11231
20210101,KBS W,161836,164620,누가뭐래도,,59회,2744,드라마&영화,드라마,일일연속극,0,0,0.00924,0.16036,0.14597,0.00938,0.06663,0,0.18876,0.00875,0.14388,0.3212,0.03376,0.07688
20210101,KBS W,165707,173152,비밀의남자,,73회,3445,드라마&영화,드라마,일일연속극,0,0,0,0.00918,0,0.04371,0.1966,0.09761,0,0,0,0.18895,0.04422,0.12138
20210101,KBS W,173200,180637,비밀의남자,,74회,3437,드라마&영화,드라마,일일연속극,0,0,0,0,0.01701,0.0078,0.07554,0,0,0.05515,0.03738,0.16974,0.01281,0.07653
20210101,KBS W,181724,185143,비밀의남자,,75회,3419,드라마&영화,드라마,일일연속극,0,0.01328,0.05415,0.07134,0,0.03465,0.04365,0.12957,0.03984,0.38875,0.19214,0.19959,0.01866,0.1094
20210101,KBS W,185151,192615,비밀의남자,,76회,3424,드라마&영화,드라마,일일연속극,0,0,0.13642,0.00161,0.05675,0.10003,0.00606,0,0,0.38608,0.34684,0.21449,0.13313,0.16344
20210101,KBS W,193905,204127,가족끼리왜이래,,52회,10222,드라마&영화,드라마,주말연속극,0,0.00729,0.15061,0,0,0.33297,0.02069,0,0,0.21513,0.78931,0.00323,0.15838,0.06695
20210101,KBS W,205238,215422,가족끼리왜이래,,53회,10144,드라마&영화,드라마,주말연속극,0,0.01728,0.02998,0,0,0.63081,0.00612,0,0.01027,0.16546,0.60191,0.03814,0.44654,0.02355
20210101,KBS W,220543,230907,부부클리닉사랑과전쟁2,,2회,10324,드라마&영화,드라마,단막극,0.17479,0.06866,0,0.0823,0.02819,0.05787,0.01872,1.00262,0,0,0.11815,0.00488,0.03712,0.01583
20210101,KBS W,232002,242049,부부클리닉사랑과전쟁,,375회,10047,드라마&영화,드라마,단막극,0,0,0,0.01326,0.10133,0.01115,0.0145,0,0.00852,0.3232,0.00418,0.1348,0.00277,0.17577
20210101,KBS W,243145,253221,부부클리닉사랑과전쟁,,376회,10036,드라마&영화,드라마,단막극,0.2074,0.16408,0.01478,0.04148,0.32372,0.09677,0.19433,0.17005,0.23646,0.35895,0,0.12706,0.27881,0.35633
20210101,KBS W,254508,255959,비밀의남자,,75회,1451,드라마&영화,드라마,일일연속극,0,0,0,0,0.13151,0.08412,0.04824,0,0,0,0,0,0.26178,0.15096
20210101,K-STAR,91138,101944,아이가다섯,,13회,10806,드라마&영화,드라마,주말연속극,0,0,0.03046,0.18289,0.10146,0.21195,0.14854,0,0,0.03121,0.09589,0.01268,0.33829,0.09663
20210101,K-STAR,103252,114129,아이가다섯,,14회,10837,드라마&영화,드라마,주말연속극,0,0.00263,0.07554,0.02082,0.00646,0.27177,0.16333,0,0.00395,0.18439,0,0.19819,0.38082,0.17542
20210101,KTV,20000,21706,주몽,,74회,1706,드라마&영화,드라마,주간연속극,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210101,KTV,25318,33702,전원일기,,556회,4344,드라마&영화,드라마,주말연속극,0,0,0,0,0,0.00326,0.0584,0,0,0,0,0,0.10641,0.07315
20210101,KTV,51233,60129,목욕탕집남자들,,36회,4856,드라마&영화,드라마,주말연속극,0,0.10968,0.01394,0,0.06956,0.01214,0.00584,0.03996,0.02205,0.05336,0,0.05754,0.09174,0.05933
20210101,KTV,60753,65507,전원일기,,119회,4714,드라마&영화,드라마,주말연속극,0,0,0,0,0.00633,0.0108,0.00618,0,0,0,0,0,0.10004,0.07064
20210101,KTV,65634,72556,바람은불어도,,63회,2922,드라마&영화,드라마,주간연속극,0,0,0,0,0.0311,0.01738,0,0.06614,0.03649,0.01496,0,0.0112,0.01167,0.06244
20210101,KTV,72807,75546,바람은불어도,,64회,2739,드라마&영화,드라마,주간연속극,0,0,0.01865,0,0,0,0,0,0,0,0,0,0,0.06244
20210101,KTV,203017,205821,바람은불어도,,65회,2804,드라마&영화,드라마,주간연속극,0,0,0.01263,0,0.01715,0.0249,0.00433,0,0,0,0.01233,0.0059,0.0109,0.00313
20210101,KTV,210209,212853,바람은불어도,,66회,2644,드라마&영화,드라마,주간연속극,0,0,0,0,0.01779,0,0.05426,0,0,0,0,0,0,0.14058
20210101,KTV,213018,215436,전원일기,<1부>,557회,2418,드라마&영화,드라마,주말연속극,0,0,0.0058,0,0,0.20543,0.07605,0,0.19363,0,0,0.00508,0.1082,0.3028
20210101,KTV,215655,222147,전원일기,<2부>,557회,2452,드라마&영화,드라마,주말연속극,0,0,0,0.00311,0,0.1464,0.00234,0,0,0.00373,0.00556,0,0.05976,0.29121
20210101,KTV,222355,225535,주몽,<1부>,75회,3140,드라마&영화,드라마,주간연속극,0.02004,0,0.03402,0.01686,0.02013,0.03756,0.01316,0,0.01846,0,0.04888,0.03663,0.01226,0.09615
20210101,KTV,225749,232907,주몽,<2부>,75회,3118,드라마&영화,드라마,주간연속극,0,0,0.07678,0.00817,0,0.00391,0.17315,0,0,0,0.42597,0,0.01209,0.17917
20210101,KTV,245554,255705,주몽,,75회,10111,드라마&영화,드라마,주간연속극,0,0,0,0.04791,0.0108,0.02961,0.09864,0,0.00851,0.00357,0.007,0.04865,0.03465,0.0896
20210101,O tvN,92441,103403,구미호뎐,,14회,10922,드라마&영화,드라마,미니시리즈,0.28286,0.02695,0,0.00951,0.06081,0.34083,0.10438,0,0.13144,0.09692,0.10935,0.19127,0.1168,0.06681
20210101,O tvN,104025,115345,구미호뎐,,15회,11320,드라마&영화,드라마,미니시리즈,0,0.27202,0.03995,0.27618,0.23493,0.24465,0.09331,0,0.42371,0,0.11076,0.22413,0.10674,0.02254
20210101,O tvN,120108,132301,구미호뎐,,16회,12153,드라마&영화,드라마,미니시리즈,0.01305,0.09878,0.01311,0.32354,0.12161,0.14274,0.05329,0.02765,0.086,0.2036,0.09578,0.60693,0.0771,0.08568
